ObjectID,Mapped,Crash Date,City/Town,Address,AOT Route,Crash Type,Collision Direction,Weather,Road Group,Report Number,Reporting Agency,Road Group ID,AOT Actual Milepoint,Animal,Time of Day,Intersection With,Impairment,Involving,Non Reportable Address,Reporting Agency ID,Road Characteristics,Road Condition,Street Address,Surface Condition,AOT Route ID,Coordinates
4247045,,"December 12, 2019, 6:49 AM",Colchester,I-89,I-89,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19A105931,VSP - A1 Williston,10,97.6,None/Other,Day,Roosevelt Hwy,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",I-89,Wet,890,"44.58631653724456,-73.17200978089863"
4253146,,"December 12, 2019, 9:37 AM",Burlington,255 S Champlain St,Unknown,Property Damage Only,Opp Direction Sideswipe,Clear,Street or Town Highways in FA Urban Area,19BU027182,Burlington PD,5,999.99,None/Other,Day,S Champlain St,None,None,,VT0040100,Not at a Junction,None,255 S Champlain St,Dry,0,"44.47216847283255,-73.21705211361177"
4244915,,"December 12, 2019, 11:28 AM",Burlington,East Ave,EAST AVE.,Property Damage Only,"Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--",Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027193,Burlington PD,2,0.11,None/Other,Day,East Ave Connector,None,None,,VT0040100,Other - Explain in Narrative,None,East Ave,Dry,U5016,"44.47414521278484,-73.19051268903168"
4253722,,"December 12, 2019, 3:36 PM",South Burlington,Country Park,HINESBURG RD,Property Damage Only,Rear End,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB013567,So. Burlington PD.,9,999.99,None/Other,Day,Wellesley Grove,None,None,,VT0040300,Four-way Intersection,None,Country Park,Dry,0,"44.45329438978084,-73.16292196426856"
4254173,,"December 12, 2019, 8:18 PM",Shelburne,4785 Dorset St,DORSET ST,Property Damage Only,Single Vehicle Crash,Clear,Minor Collector - Non Fed Aid Rural TH,19SH05215,Shelburne PD.,4,999.99,None/Other,Night,Butternut Ln,None,None,,VT0040700,Not at a Junction,None,4785 Dorset St,Dry,S0840,"44.400896923284776,-73.17709246950598"
4254304,,"December 13, 2019, 9:01 AM",Williston,4500 WILLISTON ROAD,US-2,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05484,Williston PD.,10,2.27,None/Other,Day,,None,None,,VT0041000,Not at a Junction,None,4500 WILLISTON ROAD,Dry,20,"44.44336323737738,-73.09617836401294"
4253657,,"December 13, 2019, 9:03 AM",South Burlington,Williston Road,US-2,Property Damage Only,Rear End,Clear,"State Highway numbered route, Class 1 TH",19SB013601,So. Burlington PD.,11,0.48,None/Other,Day,Dorset Street,None,None,,VT0040300,Four-way Intersection,None,Williston Road,Dry,20,"44.4691717245861,-73.18123938105721"
4251722,,"December 14, 2019, 1:59 AM",Burlington,75 Elmwood Ave,ELMWOOD AVE,Property Damage Only,Single Vehicle Crash,Clear,Street or Town Highways in FA Urban Area,19BU027331,Burlington PD,5,999.99,None/Other,Night,Peru St,None,None,,VT0040100,T - Intersection,Unknown,75 Elmwood Ave,Unknown,0,"44.4826368443837,-73.21370840980299"
4252106,,"December 14, 2019, 10:12 AM",Burlington,Riverside Ave,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, Class 1 TH",19BU027344,Burlington PD,11,3.21,None/Other,Day,Intervale Rd,None,None,,VT0040100,Not at a Junction,None,Riverside Ave,Wet,70,"44.48903601192058,-73.20259153626188"
4253621,,"December 14, 2019, 11:35 AM",Williston,364 ESSEX ROAD,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05505,Williston PD.,10,5.63,None/Other,Day,,None,None,,VT0041000,Not at a Junction,None,364 ESSEX ROAD,Dry,21,"44.47712007003698,-73.11346258696564"
4252200,,"December 14, 2019, 11:59 AM",Williston,364 Essex Rd,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05506,Williston PD.,10,5.63,None/Other,Day,Eastview Cir,None,None,,VT0041000,Not at a Junction,None,364 Essex Rd,Dry,21,"44.47712007003698,-73.11346258696564"
4253672,,"December 14, 2019, 12:02 PM",Williston,MAPLE TREE PLACE,MAPLE TREE PL,Property Damage Only,Same Direction Sideswipe,Clear,Street or Town Highways in FA Urban Area,19WT05507,Williston PD.,5,999.99,None/Other,Day,JUNIPER LANE,None,None,,VT0041000,Not at a Junction,None,MAPLE TREE PLACE,Wet,0,"44.443803188970605,-73.11068100824328"
4253617,,"December 14, 2019, 12:39 PM",Williston,150 Retail Way,Unknown,Property Damage Only,Rear-to-rear,Cloudy,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05508,Williston PD.,9,999.99,None/Other,Day,AC Moore Parking Lot,None,None,,VT0041000,Parking Lot,None,150 Retail Way,Dry,0,"44.44446514502431,-73.11478326601842"
4253227,,"December 14, 2019, 3:00 PM",Williston,ST. GEORGE ROAD,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05648,Williston PD.,10,3.54,None/Other,Day,CONNOR WAY,None,None,,VT0041000,Not at a Junction,None,ST. GEORGE ROAD,Dry,21,"44.44705339508315,-73.11099337838093"
4252383,,"December 14, 2019, 4:20 PM",Williston,863 Harvest Lane,Unknown,Property Damage Only,Single Vehicle Crash,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05511,Williston PD.,9,999.99,None/Other,Day,Walmart Parking Lot,None,None,,VT0041000,Parking Lot,None,863 Harvest Lane,Dry,0,"44.4418842424912,-73.12107483652179"
4253238,,"December 14, 2019, 5:58 PM",Essex,204 Colchester Rd,VT-2A,Injury,Single Vehicle Crash,Rain,"State Highway numbered route, State owned",19ES06899,Essex PD.,10,2.58,None/Other,Night,Gardenside Ln,Alcohol,None,,VT0040200,T - Intersection,None,204 Colchester Rd,Wet,21,"44.51660488475055,-73.12316724335953"
4251628,,"December 15, 2019, 12:46 AM",Burlington,416 St Paul St,ST. PAUL ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027393,Burlington PD,2,0.1,None/Other,Night,S Winooski Ave,Alcohol,None,,VT0040100,Not at a Junction,None,416 St Paul St,Wet,U5046,"44.468508815332065,-73.21082145496554"
4248222,,"December 15, 2019, 10:41 AM",Milton,530 US RT 7 S,US-7,Property Damage Only,Single Vehicle Crash,Cloudy,"State Highway numbered route, State owned",19MT009197,Milton PD.,10,2.27,None/Other,Day,Eco Car Wash,None,None,,VT0040600,Other - Explain in Narrative,None,530 US RT 7 S,Wet,70,"44.62542683663643,-73.14656882679098"
4252230,,"December 15, 2019, 1:54 PM",Colchester,TANGLEWOOD DRIVE,TANGLEWOOD DR,Injury,"Right Turn and Thru, Angle Broadside -->^--",Cloudy,Street or Town Highways in FA Urban Area,19CC012235,Colchester PD.,5,999.99,None/Other,Day,COLCHESTER POINT ROAD,None,Bicycle,,VT0040500,T - Intersection,None,TANGLEWOOD DRIVE,Wet,0,"44.54394439402751,-73.27730507179236"
4254293,,"December 15, 2019, 2:10 PM",Westford,632 VT-104,VT-104,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,"State Highway numbered route, State owned",19A205996,VSP - A2 St. Albans,10,3,None/Other,Day,Arbor Meadow Rd,None,None,,VTVSP0700,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",632 VT-104,Ice,1040,"44.64627543333727,-72.98180928051856"
4244885,,"December 15, 2019, 2:45 PM",Westford,662 VT-104,VT-104,Property Damage Only,Opp Direction Sideswipe,Freezing Precipitation,"State Highway numbered route, State owned",19A205997,VSP - A2 St. Albans,10,2.86,None/Other,Day,Arbor Meadow Rd,None,None,,VTVSP0700,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",662 VT-104,Ice,1040,"44.646150499955276,-72.97901452670922"
4247078,,"December 15, 2019, 3:25 PM",Williston,Williston Road,US-2,Property Damage Only,Head On,Freezing Precipitation,"State Highway numbered route, State owned",19WT05525,Williston PD.,10,3.74,None/Other,Day,Oak Hill Road,None,None,,VT0041000,Four-way Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",Williston Road,Snow,20,"44.437482376077874,-73.06815230146587"
4247061,,"December 15, 2019, 3:45 PM",Richmond,357 E Main St,US-2,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,"State Highway numbered route, State owned",19A105988,VSP - A1 Williston,10,3.04,None/Other,Day,E Main St,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",357 E Main St,Ice,20,"44.401774513445815,-72.98765078523114"
4254217,,"December 15, 2019, 3:46 PM",Jericho,Route 15,VT-15,Property Damage Only,Rear End,Freezing Precipitation,"State Highway numbered route, State owned",19A105986,VSP - A1 Williston,10,3.43,None/Other,Day,Raceway Road,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Route 15,Ice,150,"44.52061071747486,-72.94771921617786"
4249074,,"December 15, 2019, 4:02 PM",Williston,North Williston Road,MT. VIEW ROAD,Property Damage Only,Rear End,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19WT05527,Williston PD.,2,1.01,None/Other,Day,Mountain View Road,None,None,,VT0041000,Four-way Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",North Williston Road,Snow,U5506,"44.462363536233674,-73.09408693767999"
4247031,,"December 15, 2019, 4:08 PM",Williston,Williston Road,US-2,Property Damage Only,Same Direction Sideswipe,Freezing Precipitation,"State Highway numbered route, State owned",19WT05528,Williston PD.,10,0.7,None/Other,Day,South Brownell Road,None,None,,VT0041000,Four-way Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",Williston Road,Ice,20,"44.454998046642764,-73.12324644458225"
4253208,,"December 15, 2019, 4:16 PM",Williston,I89 NB MM 80.8,I-89,Property Damage Only,Same Direction Sideswipe,Freezing Precipitation,"State Highway numbered route, State owned",19A105992,VSP - A1 Williston,10,80.8,None/Other,Day,Mile Marker 80.8,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",I89 NB MM 80.8,Ice,890,"44.43345137138555,-73.05303456411993"
4248647,,"December 15, 2019, 4:29 PM",Williston,1079 North Williston Road,NO. WILLISTON ROAD,Property Damage Only,Rear End,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19WT05529,Williston PD.,2,1.1,None/Other,Day,Mountain View Road,None,None,,VT0041000,Four-way Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",1079 North Williston Road,Snow,U5508,"44.45165026646298,-73.05891632072368"
4247076,,"December 16, 2019, 7:00 AM",Essex,13 Jericho Rd,VT-15,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",19ES06930,Essex PD.,10,5.51,None/Other,Day,Alder Ln,None,None,,VT0040200,Not at a Junction,None,13 Jericho Rd,Dry,150,"44.510056050718845,-73.05693887014273"
4247052,,"December 16, 2019, 7:09 AM",South Burlington,142 TW Twin Oaks Terr,Unknown,Property Damage Only,Rear-to-rear,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB013695,So. Burlington PD.,9,999.99,None/Other,Day,,None,None,,VT0040300,Parking Lot,None,142 TW Twin Oaks Terr,Dry,0,"44.45188409939723,-73.17171340607564"
4247035,,"December 16, 2019, 11:31 AM",South Burlington,155 Dorset St,Unknown,Property Damage Only,Same Direction Sideswipe,Cloudy,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB013712,So. Burlington PD.,9,999.99,None/Other,Day,University Mall Parking Lot,None,None,,VT0040300,Parking Lot,None,155 Dorset St,Dry,0,"44.46351647094084,-73.18300587178514"
4247117,,"December 16, 2019, 2:46 PM",South Burlington,Interstate 89,I-89,Injury,Rear End,Freezing Precipitation,Ramp or Spur,19A105979,VSP - A1 Williston,7,0.21,None/Other,Day,Exit 14 Northbound East Offramp,None,None,,VTVSP0100,Off Ramp,"Road Surface Condition(wet, icy, snow, slush, etc)",Interstate 89,Snow,890,"44.46921227069969,-73.18231203794792"
4244866,,"December 16, 2019, 3:23 PM",Milton,US Rt 7,US-7,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19MT009225,Milton PD.,10,1.48,None/Other,Day,Andrea Ln,None,None,,VT0040600,T - Intersection,None,US Rt 7,Dry,70,"44.614679071921124,-73.15196077270916"
4244914,,"December 16, 2019, 4:55 PM",South Burlington,White Street,WHITE ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013724,So. Burlington PD.,2,0.13,None/Other,Day,Patchen Road,None,None,,VT0040300,Four-way Intersection,None,White Street,Dry,U5226,"44.46828217227263,-73.17167337575135"
4252520,,"December 16, 2019, 8:09 PM",Burlington,165 Intervale Ave,INTERVALE AVE,Property Damage Only,Rear-to-rear,Clear,Street or Town Highways in FA Urban Area,19BU027510,Burlington PD,5,999.99,None/Other,Night,Riverside Ave,None,None,,VT0040100,Not at a Junction,None,165 Intervale Ave,Wet,0,"44.48943825380755,-73.20981638912292"
4244922,,"December 16, 2019, 8:20 PM",Burlington,166 North St,NORTH ST.,Property Damage Only,Head On,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027511,Burlington PD,2,0.35,None/Other,Night,Lafountain St,None,None,,VT0040100,Not at a Junction,None,166 North St,Dry,U5032,"44.484693011350174,-73.21531391563566"
4253260,,"December 16, 2019, 11:00 PM",Williston,300 Interstate Corporate Center,Unknown,Property Damage Only,Opp Direction Sideswipe,Freezing Precipitation,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05574,Williston PD.,9,999.99,None/Other,,Williston Road,None,None,,VT0041000,Parking Lot,Unknown,300 Interstate Corporate Center,Wet,0,"44.44937645817596,-73.11188235905293"
4254534,,"December 17, 2019, 1:50 AM",Bolton,Mm 73.4,I-89,Injury,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19A106025,VSP - A2 St. Albans,10,73.4,None/Other,Night,,None,Heavy Truck,,VTVSP0700,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Mm 73.4,Dry,890,"44.383967146508056,-72.93286587370856"
4244902,,"December 17, 2019, 9:38 AM",Milton,MM 101,I-89,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,"State Highway numbered route, State owned",19A106029,VSP - A1 Williston,10,101.44,None/Other,Day,Lamoille River Bridge,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",MM 101,Snow,890,"44.63429466423884,-73.14146364166787"
4244903,,"December 17, 2019, 10:16 AM",South Burlington,Ethan Allen Drive,AIRPORT PARKWAY,Injury,Head On,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013746,So. Burlington PD.,2,1.39,None/Other,Day,Lime Kiln Road,None,None,,VT0040300,Other - Explain in Narrative,"Road Surface Condition(wet, icy, snow, slush, etc)",Ethan Allen Drive,Snow,U5206,"44.48545822453868,-73.16241130257731"
4247872,,"December 17, 2019, 10:24 AM",Burlington,Barrett St,BARRETT ST.,Property Damage Only,Same Direction Sideswipe,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027541,Burlington PD,2,0,None/Other,Day,Colchester Ave,None,None,,VT0040100,Not at a Junction,None,Barrett St,Snow,U5004,"44.487670034870405,-73.18410585005923"
4251779,,"December 17, 2019, 1:39 PM",Colchester,East Lakeshore Drive,E. LAKESHORE DR.,Property Damage Only,Rear End,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19CC012315,Colchester PD.,2,0.76,None/Other,Day,766 East Lakeshore Drive,None,Heavy Truck,,VT0040500,Not at a Junction,None,East Lakeshore Drive,Snow,U5618,"44.54797838499169,-73.20135867140533"
4245603,,"December 17, 2019, 1:47 PM",Williston,Williston Road,US-2,Property Damage Only,Rear End,Freezing Precipitation,"State Highway numbered route, State owned",19WT05571,Williston PD.,10,0.88,None/Other,Day,Commerce Street,None,None,,VT0041000,T - Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",Williston Road,Snow,20,"44.4536591055888,-73.12020509665419"
4244742,,"December 17, 2019, 3:15 PM",Essex,161 Sand Hill Rd,SAND HILL ROAD,Injury,Other - Explain in Narrative,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19ES06957,Essex PD.,2,1.56,None/Other,Day,Maplelawn Dr,Alcohol,Pedestrian,,VT0040200,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",161 Sand Hill Rd,Snow,U5402,"44.50060849369902,-73.04912492450063"
4248513,,"December 17, 2019, 4:01 PM",Burlington,College St,US-7,Property Damage Only,Rear End,Freezing Precipitation,"State Highway numbered route, Class 1 TH",19BU027565,Burlington PD,11,2.21,None/Other,Day,S Willard St,None,None,,VT0040100,Four-way Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",College St,Snow,70,"44.47746708954113,-73.20554156103437"
4248169,,"December 17, 2019, 7:50 PM",Shelburne,6028 Spear St,SPEAR ST,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,Minor Collector - Non Fed Aid Rural TH,19SH05307,Shelburne PD.,4,999.99,None/Other,Night,Bishop Rd,None,None,,VT0040700,T - Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",6028 Spear St,Snow,S0672,"44.38712851329056,-73.20080417185534"
4249643,,"December 17, 2019, 9:20 PM",South Burlington,Quarry Hill Rd,QUARRY HILL RD,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,Street or Town Highways in FA Urban Area,19SB013770,So. Burlington PD.,5,999.99,None/Other,Night,Spear Street,None,None,,VT0040300,T - Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",Quarry Hill Rd,Snow,0,"44.46341577519549,-73.19077080583627"
4244910,,"December 18, 2019, 5:31 AM",Williston,Talcott Road,TALCOTT RD,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,Street or Town Highways in FA Urban Area,19WT05576,Williston PD.,5,999.99,None/Other,Night,Seth Cir,None,None,,VT0041000,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Talcott Road,Slush,0,"44.44578008982655,-73.10106598308384"
4254635,,"December 18, 2019, 6:35 AM",Colchester,US Route 2,US-2,Injury,Other - Explain in Narrative,Freezing Precipitation,"State Highway numbered route, State owned",19CC012334,Colchester PD.,10,0.07,None/Other,Day,Lamoille River Bridge,None,None,,VT0040500,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",US Route 2,Slush,20,"44.60258816588481,-73.20425409995292"
4248438,,"December 18, 2019, 7:10 AM",South Burlington,1030 Shelburne Rd,US-7,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19SB013775,So. Burlington PD.,10,1.36,None/Other,Day,Shearer Volkswagen,None,None,,VT0040300,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",1030 Shelburne Rd,Snow,70,"44.44046357208778,-73.21003297562476"
4252231,,"December 18, 2019, 11:14 AM",Williston,St George Road,VT-2A,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",19WT05583,Williston PD.,10,3.34,None/Other,Day,Marshall Avenue,None,None,,VT0041000,Four-way Intersection,None,St George Road,Dry,21,"44.44438513597905,-73.11234820268925"
4247649,,"December 18, 2019, 12:48 PM",Burlington,S Willard St,US-7,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Cloudy,"State Highway numbered route, Class 1 TH",19BU027630,Burlington PD,11,2.21,None/Other,Day,College St,None,None,,VT0040100,Four-way Intersection,None,S Willard St,Snow,70,"44.47746708954113,-73.20554156103437"
4252167,,"December 18, 2019, 12:48 PM",Williston,115 Trader Lane,Unknown,Property Damage Only,Same Direction Sideswipe,Freezing Precipitation,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05585,Williston PD.,9,999.99,None/Other,Day,Bed Bath & Beyond,None,None,,VT0041000,Parking Lot,"Road Surface Condition(wet, icy, snow, slush, etc)",115 Trader Lane,Snow,0,"44.44592074494833,-73.11655769612399"
4246886,,"December 18, 2019, 1:01 PM",Hinesburg,9271 VT Rt 116,VT-116,Property Damage Only,Head On,Clear,"State Highway numbered route, State owned",19HB01348,Hinesburg PD.,10,5.96,None/Other,Day,116 And Place Road West,None,None,,VT0041200,Not at a Junction,,9271 VT Rt 116,Dry,1160,"44.34794099336201,-73.11794699590594"
4247026,,"December 18, 2019, 1:51 PM",South Burlington,Hinesburg Road,VT-116,Property Damage Only,Rear End,Freezing Precipitation,"State Highway numbered route, State owned",19SB013784,So. Burlington PD.,10,3.83,None/Other,Day,Simpson Ct,None,None,,VT0040300,T - Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",Hinesburg Road,Snow,1160,"44.46097693966453,-73.1701741560138"
4246592,,"December 18, 2019, 2:20 PM",Williston,St George Rd,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05586,Williston PD.,10,3.72,None/Other,Day,Williston Road,None,None,,VT0041000,Four-way Intersection,None,St George Rd,Snow,21,"44.449595055814854,-73.11097148468568"
4253297,,"December 18, 2019, 2:45 PM",Burlington,585 Pine St,PINE ST.,Injury,"No Turns, Thru moves only, Broadside ^<",Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027640,Burlington PD,2,0.57,None/Other,Day,Pine St,None,Pedestrian,,VT0040100,T - Intersection,None,585 Pine St,Wet,U5040,"44.46371933264633,-73.21473866178248"
4251757,,"December 18, 2019, 3:13 PM",Burlington,Shelburne Rd,US-7,Property Damage Only,"No Turns, Thru moves only, Broadside ^<",Cloudy,"State Highway numbered route, State owned",19BU027641,Burlington PD,10,0.61,None/Other,Day,Proctor Ave,None,None,,VT0040100,T - Intersection,None,Shelburne Rd,Unknown,70,"44.454491724339036,-73.20865569111588"
4248258,,"December 18, 2019, 4:49 PM",Underhill,252 River Rd.,RIVER RD,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,Federal Aid Secondary System (Class 2 TH),19A106061,VSP - A1 Williston,3,1.96,None/Other,Day,Sand Hill Rd,Alcohol,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",252 River Rd.,Snow,S0233,"44.510687773066074,-72.90590893072944"
4244873,,"December 18, 2019, 5:03 PM",South Burlington,University Mall at Sears,UNIVERSITY MALL,Property Damage Only,Same Direction Sideswipe,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB013803,So. Burlington PD.,9,999.99,None/Other,Night,San Remo Dr,None,None,,VT0040300,Four-way Intersection,None,University Mall at Sears,Dry,0,"44.463262486372415,-73.18183422717337"
4244848,,"December 18, 2019, 8:49 PM",South Burlington,Interstate 89N,I-89,Injury,Rear End,Rain,"State Highway numbered route, State owned",19A105972,VSP - A1 Williston,10,88.08,None/Other,Night,Mile Marker 88.2,Alcohol,None,,VTVSP0100,,"Road Surface Condition(wet, icy, snow, slush, etc)",Interstate 89N,,890,"44.46075675808561,-73.18498743384728"
4244857,,"December 19, 2019, 7:41 AM",Huntington,Mayo Road,TOWN ROAD 0003,Property Damage Only,Single Vehicle Crash,Cloudy,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",19A106066,VSP - A1 Williston,6,999.99,None/Other,Day,Box 1405 And Box 1414,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Mayo Road,Snow,T0003,"44.352086529447114,-72.98960624808099"
4252001,,"December 19, 2019, 7:43 AM",Burlington,1127 North Ave,NORTH AVE.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027674,Burlington PD,2,2.23,None/Other,Day,Ethan Allen Shopping Center,None,None,,VT0040100,Four-way Intersection,None,1127 North Ave,Dry,U5026,"44.50708414540975,-73.24505990747326"
4253306,,"December 19, 2019, 1:54 PM",South Burlington,99 Westview Dr,WESTVIEW DR,Property Damage Only,Rear-to-rear,Clear,Street or Town Highways in FA Urban Area,19SB013835,So. Burlington PD.,5,999.99,None/Other,Day,Spear St,None,None,,VT0040300,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",99 Westview Dr,Snow,0,"44.42428370964001,-73.19705352168239"
4253270,,"December 19, 2019, 3:54 PM",South Burlington,Ethan Allen Dr,AIRPORT PARKWAY,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013840,So. Burlington PD.,2,1.39,None/Other,Day,Lime Rock Rd,None,None,,VT0040300,Four-way Intersection,None,Ethan Allen Dr,Dry,U5206,"44.48545822453868,-73.16241130257731"
4252568,,"December 19, 2019, 6:14 PM",Winooski City,Main St,US-7,Property Damage Only,"Right Turn and Thru, Broadside ^<--",Cloudy,"State Highway numbered route, Class 1 TH",19WS008652,Winooski PD.,11,0.16,None/Other,Night,W Center St,None,None,,VT0040400,Traffic circle / roundabout,None,Main St,Dry,70,"44.490847563293855,-73.18640565471719"
4252263,,"December 20, 2019, 9:48 AM",Williston,21 Zephyr Road,ZEPHYR RD,Property Damage Only,Rear End,Clear,Street or Town Highways in FA Urban Area,19WT05618,Williston PD.,5,999.99,None/Other,Day,Essex Rd,None,None,,VT0041000,Not at a Junction,None,21 Zephyr Road,,0,"44.453692764388144,-73.1108468875716"
4251591,,"December 20, 2019, 12:08 PM",Milton,9 Sawyer Ave,SAWYER AVE,Property Damage Only,Single Vehicle Crash,Clear,Street or Town Highways in FA Urban Area,19MT009321,Milton PD.,5,999.99,None/Other,Day,Murray Ave,None,None,,VT0040600,Not at a Junction,None,9 Sawyer Ave,Snow,0,"44.68483362972985,-73.14132214228034"
4253144,,"December 20, 2019, 2:13 PM",Essex,135 Sunderland Way,SUNDERLAND WAY,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,Street or Town Highways in FA Urban Area,19ES07020,Essex PD.,5,999.99,None/Other,Day,,None,None,,VT0040200,Other - Explain in Narrative,None,135 Sunderland Way,Dry,0,"44.50512511361578,-73.13712577214794"
4252063,,"December 20, 2019, 2:55 PM",Williston,MAPLE TREE PLACE,MAPLE TREE PL,Property Damage Only,"Left Turn and Thru, Broadside v<--",Cloudy,Street or Town Highways in FA Urban Area,19WT05627,Williston PD.,5,999.99,None/Other,Day,WALNUT STREET,None,None,,VT0041000,T - Intersection,None,MAPLE TREE PLACE,Dry,0,"44.44504253376193,-73.10779196383857"
4252238,,"December 20, 2019, 3:34 PM",Charlotte,Rt. 7,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19A106086,VSP - A1 Williston,10,3.43,None/Other,Day,Ferry Rd.,None,None,,VTVSP0100,Four-way Intersection,None,Rt. 7,Dry,70,"44.31129531793481,-73.24703128482241"
4253269,,"December 20, 2019, 3:40 PM",South Burlington,41 Hinesburg Rd,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB013876,So. Burlington PD.,9,999.99,None/Other,Day,Parking Lot,None,None,,VT0040300,Parking Lot,None,41 Hinesburg Rd,Dry,0,"44.46576584968545,-73.17217181175967"
4254063,,"December 20, 2019, 3:53 PM",Burlington,1218 North Ave,NORTH AVE.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027785,Burlington PD,2,2.39,None/Other,Day,Poirier Place,None,None,,VT0040100,Not at a Junction,None,1218 North Ave,Dry,U5026,"44.50868419237671,-73.24721588212348"
